央视卫视HD,#genre#
深圳少儿,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszse
深圳少儿,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszse
深圳国际,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszgj
深圳国际,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszgj
深圳宝安,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszba
深圳宝安,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszba
深圳龙岗,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszlg
深圳龙岗,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszlg
深圳宜和购物,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszgw
深圳宜和购物,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszgw
深圳移动电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszyd
深圳移动电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszyd
深圳众创TV,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdszzc
深圳众创TV,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdszzc
江门综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjmtv1
江门综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjmtv1
珠海新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzhtv1
珠海新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzhtv1
佛山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfstv1
佛山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfstv1
佛山公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfstv2
佛山公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfstv2
佛山影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfstv3
佛山影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfstv3
佛山顺德,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfstv4
佛山顺德,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfstv4
佛山南海,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfstv5
佛山南海,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfstv5
佛山高明,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfsgm
佛山高明,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfsgm
佛山三水,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdfsss1
佛山三水,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdfsss1
惠州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdhztv1
惠州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdhztv1
惠州公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdhztv2
惠州公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdhztv2
东莞综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gddgtv1
东莞综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gddgtv1
东莞生活资讯,http://49.232.143.177:80/yt.php?l=0&type=play&id=gddgtv2
东莞生活资讯,http://49.232.143.177:80/yt.php?l=1&type=play&id=gddgtv2
河源综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdhytv1
河源综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdhytv1
河源公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdhytv2
河源公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdhytv2
清远新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqytv1
清远新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqytv1
清远文旅生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqytv2
清远文旅生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqytv2
韶关综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdsgtv1
韶关综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdsgtv1
汕头新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdsttv1
汕头新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdsttv1
汕头经济生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdsttv2
汕头经济生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdsttv2
潮州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdcztv1
潮州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdcztv1
潮州民生,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdcztv2
潮州民生,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdcztv2
肇庆综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzqtv1
肇庆综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzqtv1
肇庆生活服务,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzqtv2
肇庆生活服务,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzqtv2
梅州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmztv1
梅州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmztv1
梅州客家生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmztv2
梅州客家生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmztv2
梅州导视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmztv3
梅州导视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmztv3
茂名综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmmtv1
茂名综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmmtv1
茂名文化生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmmtv2
茂名文化生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmmtv2
湛江综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzjtv1
湛江综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzjtv1
湛江公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzjtv2
湛江公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzjtv2
阳江综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdyjtv1
阳江综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdyjtv1
阳江公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdyjtv2
阳江公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdyjtv2
揭阳综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjytv1
揭阳综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjytv1
揭阳生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjytv2
揭阳生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjytv2
汕尾综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdswtv1
汕尾综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdswtv1
汕尾文化生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdswtv2
汕尾文化生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdswtv2
云浮综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdyftv1
云浮综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdyftv1
云浮文旅,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdyftv2
云浮文旅,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdyftv2
中山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzstv1
中山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzstv1
中山香山文化,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzstv2
中山香山文化,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzstv2
电白综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmmdb1
电白综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmmdb1
电白视窗,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmmdb2
电白视窗,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmmdb2
信宜综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmmxy1
信宜综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmmxy1
廉江综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdzjlj1
廉江综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdzjlj1
佛冈综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqyfg1
佛冈综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqyfg1
连州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqylz1
连州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqylz1
清新综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqyqx1
清新综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqyqx1
清新公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdqyqx2
清新公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdqyqx2
开平综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjmkp1
开平综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjmkp1
开平生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdjmkp2
开平生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdjmkp2
潮安综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdczca1
潮安综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdczca1
潮阳综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdstcy1
潮阳综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdstcy1
增城综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzzc1
增城综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzzc1
番禺综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdgzpy1
番禺综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdgzpy1
大埔综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzdb1
大埔综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzdb1
丰顺综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzfs1
丰顺综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzfs1
蕉岭综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzjl1
蕉岭综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzjl1
梅县综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzmx1
梅县综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzmx1
平远综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzpy1
平远综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzpy1
五华综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gdmzwh1
五华综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gdmzwh1

广西,#genre#
广西卫视HD,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxwshd
广西卫视HD,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxwshd
广西卫视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxws
广西卫视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxws
广西综艺旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxzy
广西综艺旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxzy
广西都市,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxds
广西都市,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxds
广西影视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxys
广西影视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxys
广西新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxxw
广西新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxxw
广西国际,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgj
广西国际,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgj
广西移动,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxyd
广西移动,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxyd
广西乐思购,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgw
广西乐思购,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgw
南宁新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnntv1
南宁新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnntv1
南宁影视娱乐,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnntv2
南宁影视娱乐,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnntv2
南宁文旅生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnntv3
南宁文旅生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnntv3
南宁公共,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnntv4
南宁公共,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnntv4
南宁老友发布,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnntv5
南宁老友发布,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnntv5
柳州新闻,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxlztv1
柳州新闻,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxlztv1
柳州科教,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxlztv3
柳州科教,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxlztv3
梧州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxwztv1
梧州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxwztv1
梧州公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxwztv2
梧州公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxwztv2
梧州教育生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxwztv3
梧州教育生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxwztv3
玉林新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxyltv1
玉林新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxyltv1
玉林公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxyltv2
玉林公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxyltv2
桂林新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgltv1
桂林新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgltv1
桂林公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgltv2
桂林公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgltv2
桂林科教旅游,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgltv3
桂林科教旅游,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgltv3
北海新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbhtv1
北海新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbhtv1
北海经济科教,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbhtv2
北海经济科教,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbhtv2
北海图文频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbhtv4
北海图文频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbhtv4
贺州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhztv1
贺州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhztv1
百色综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbstv1
百色综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbstv1
崇左综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxcztv1
崇左综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxcztv1
贵港新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxggtv1
贵港新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxggtv1
贵港科教生活,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxggtv2
贵港科教生活,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxggtv2
来宾综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxlbtv1
来宾综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxlbtv1
来宾新闻荟萃,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxlbtv2
来宾新闻荟萃,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxlbtv2
钦州综合频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxqztv1
钦州综合频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxqztv1
钦州公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxqztv2
钦州公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxqztv2
防城港新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxfcg1
防城港新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxfcg1
防城港公共频道,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxfcg2
防城港公共频道,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxfcg2
灌阳新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxglgy1
灌阳新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxglgy1
灵川综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgllc1
灵川综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgllc1
全州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxglqz1
全州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxglqz1
兴安电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxglxa1
兴安电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxglxa1
永福综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxglyf1
永福综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxglyf1
资源电视台,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxglzy1
资源电视台,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxglzy1
宾阳综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnnby1
宾阳综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnnby1
横州新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnnhx1
横州新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnnhx1
隆安新闻综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxnnla1
隆安新闻综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxnnla1
龙州综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxczlz1
龙州综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxczlz1
凭祥综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxczpx1
凭祥综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxczpx1
天等综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxcztd1
天等综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxcztd1
桂平综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxgggp1
桂平综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxgggp1
平南综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxggpn1
平南综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxggpn1
巴马综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhcbm1
巴马综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhcbm1
都安综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhcda1
都安综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhcda1
东兰综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhcdl1
东兰综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhcdl1
罗城综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhclc1
罗城综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhclc1
金秀电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxlbjx1
金秀电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxlbjx1
昭平综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxhzzp1
昭平综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxhzzp1
靖西综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsjx1
靖西综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsjx1
乐业综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsle1
乐业综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsle1
隆林综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsll1
隆林综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsll1
凌云综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsly1
凌云综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsly1
那坡综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsnp1
那坡综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsnp1
田东综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbstd1
田东综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbstd1
田阳综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsty1
田阳综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsty1
西林综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxbsxl1
西林综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxbsxl1
博白综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxylbb1
博白综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxylbb1
北流综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxylbl1
北流综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxylbl1
陆川综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxyllc1
陆川综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxyllc1
容县电视,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxylrx1
容县电视,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxylrx1
兴业综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxylxy1
兴业综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxylxy1
灵山综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxqzls1
灵山综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxqzls1
岑溪综合,http://49.232.143.177:80/yt.php?l=0&type=play&id=gxwzcx1
岑溪综合,http://49.232.143.177:80/yt.php?l=1&type=play&id=gxwzcx1
